          NA,        NA,        NA_2,        NA_3,        NA_4,                       NA,                       NA_2,h,i,j
  27/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  28/10/1887,,,,,,,,,
  28/10/1887,,,40.7,-74,moored to dock navy yard new york,                 new york,,,
  29/10/1887,,,22.6,3.4,flag staff castle william,                      sur,castle island,42 20 15N,0001-09-24
  29/10/1887,,,40.7,-74,at anchor off battery new york harbor,                 new york,,,
  30/10/1887,,,,,,,,,
  30/10/1887,,,40.7,-74,at anchor off battery new york,                 new york,,,
  31/10/1887,,,,,,,,,
  31/10/1887,,,40.7,-74,at anchor off battery new york,                 new york,,,
  01/11/1887,,,,,,,,,
  01/11/1887,,,40.7,-74,at anchor off battery new york,                 new york,,,
  02/11/1887,,,,,,,,,
  02/11/1887,,,40.7,-74,at anchor off battery new york,                 new york,,,
  03/10/1887,,,40.6,-74.1,   fort tompkins lt house,                   port t,fort tompkins light,40.6057N,0002-06-03
  03/10/1887,,,40.6,-74.2,at anchor off stapleton staten island and at sea,           statten island,,,
  04/11/1887,,,52.8,173.3,      scotland light ship,                    larne,ambrose channel,40.5184398N,0002-06-02
  04/11/1887,   38 04 N,   74 53 W,-43,147.8,at sea making passage from new york to norfolk va,              norfolk bay,north atlantic,,
  05/11/1887,,,54.9,-5.8,       cape charles light,                     oban,cape charles light,37.12292N,0002-06-16
  05/11/1887,   36 57 N,   75 35 W,56.2,-3,at sea and at anchor off fortress monroe va,                    forth,fort monroe,37 00 13N,0001-07-09
  06/11/1887,,,43.1,16.7,             hygeia hotel,                     hvar,fort monroe,,
  06/11/1887,,,56.2,-3,at anchor off fortress monroe va,                    forth,fort monroe,,
  07/11/1887,,,42.2,41.7,    old point light house,                     poti,old point comfort light,37.00178N,0002-06-19
  07/11/1887,,,37,-76.3,at anchor off hampton roads and fort norfolk va,            hampton roads,,,
  08/11/1887,,,36.8,-76.3,       fort norfolk wharf,                  norfolk,fort norfolk virginia,,
  08/11/1887,,,-43,147.8,at anchor off fort norfolk and moored to dock norfolk va,              norfolk bay,fort norfolk virginia,,
  09/11/1887,,,,,,,,,
  09/11/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  10/11/1887,,,,,,,,,
  10/11/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  11/11/1887,,,,,,,,,
  11/11/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  12/11/1887,,,,,,,,,
  12/11/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  13/11/1887,,,,,,,,,
  13/11/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  14/11/1887,,,,,,,,,
  14/11/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  15/11/1887,,,,,,,,,
  15/11/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  16/11/1887,,,,,,,,,
  16/11/1887,,,,,,,,,
  17/11/1887,,,,,,,,,
  17/11/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  18/11/1887,,,,,,,,,
  18/11/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  19/11/1887,,,,,,,,,
  19/11/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  20/11/1887,,,,,,,,,
  20/11/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  21/11/1887,,,,,,,,,
  21/11/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  22/11/1887,,,,,,,,,
  22/11/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  23/11/1887,,,,,,,,,
  23/11/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  24/11/1887,,,,,,,,,
  24/11/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  25/11/1887,,,,,,,,,
  25/11/1887,,,-43,147.8,               norfolk va,              norfolk bay,naval station norfolk,,
  26/11/1887,,,,,,,,,
  26/11/1887,,,-43,147.8,               norfolk va,              norfolk bay,naval station norfolk,,
  27/11/1887,,,,,,,,,
  27/11/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  28/11/1887,,,,,,,,,
  28/11/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  29/11/1887,,,,,,,,,
  29/11/1887,,,-43,147.8,in dry dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  30/11/1887,,,,,,,,,
  30/11/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  01/12/1887,,,,,,,,,
  01/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  02/12/1887,,,,,,,,,
  02/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  03/12/1887,,,,,,,,,
  03/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  04/12/1887,,,,,,,,,
  04/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  05/12/1887,,,,,,,,,
  05/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  06/12/1887,,,,,,,,,
  06/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  07/12/1887,,,,,,,,,
  07/12/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  08/12/1887,,,,,,,,,
  08/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  09/12/1887,,,,,,,,,
  09/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  10/12/1887,,,,,,,,,
  10/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  10/12/1887,,,,,,,,,
  10/12/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  11/12/1887,,,,,,,,,
  11/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  12/12/1887,,,,,,,,,
  12/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  13/12/1887,,,,,,,,,
  13/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  14/12/1887,,,,,,,,,
  14/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  15/12/1887,,,,,,,,,
  15/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  16/12/1887,,,,,,,,,
  16/12/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  17/12/1887,,,,,,,,,
  17/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  18/12/1887,,,,,,,,,
  18/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  19/12/1887,,,,,,,,,
  19/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  20/12/1887,,,,,,,,,
  20/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  21/12/1887,,,,,,,,,
  21/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  22/12/1887,,,,,,,,,
  22/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  23/12/1887,,,,,,,,,
  23/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  24/12/1887,,,,,,,,,
  24/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  25/12/1887,,,,,,,,,
  25/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  26/12/1887,,,,,,,,,
  26/12/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  27/12/1887,,,,,,,,,
  27/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  28/12/1887,,,,,,,,,
  28/12/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  29/12/1887,,,,,,,,,
  29/12/1887,,,-43,147.8,moored to dock navy yard norfolk va,              norfolk bay,naval station norfolk,,
  30/12/1887,,,,,,,,,
  30/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  31/12/1887,,,,,,,,,
  31/12/1887,,,-43,147.8,     navy yard norfolk va,              norfolk bay,naval station norfolk,,
  01/01/1887,,,,,,,,,
  01/01/1887,,,-43,147.8,               norfolk va,              norfolk bay,naval station norfolk,,
