  01/01/1917,        NA,        NA_2,47.6,-122.3,       seattle washington,                  seattle,h,i,j
  24/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  24/10/1918,,,,,,,,,
  25/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  25/10/1918,,,,,,,,,
  26/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  26/10/1918,,,,,,,,,
  27/10/1918,,,38.5,-28.6,           amortajada bay,                    horta,la paz baja california sur,,
  27/10/1918,,,,,,,,,
  28/10/1918,,,38.5,-28.6,           amortajada bay,                    horta,la paz baja california sur,,
  28/10/1918,,,,,,,,,
  29/10/1918,,,38.5,-28.6,           amortajada bay,                    horta,la paz baja california sur,,
  29/10/1918,,,,,,,,,
  30/10/1918,   24 45 N,  110 34 W,38.5,-28.6,           amortajada bay,                    horta,la paz baja california sur,,
  30/10/1918,,,,,,,,,
  31/10/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  31/10/1918,,,,,,,,,
  31/10/1918,,,,,,,,,
  31/10/1918,,,,,,,,,
  31/10/1918,,,,,,,,,
  31/10/1918,,,,,,,,,
  31/10/1918,,,,,,,,,
  31/10/1918,,,,,,,,,
  31/10/1918,,,,,,,,,
  31/10/1918,,,,,,,,,
  31/10/1918,,,,,,,,,
  31/10/1918,,,,,,,,,
  01/11/1918,,,55,-1.5,       pichilinque mexico,                      tic,la paz baja california sur,,
  01/11/1918,,,,,,,,,
  02/11/1918,   23 48 N,  109 34 W,55,-1.5,       pichilinque mexico,                      tic,gulf of california,,
  02/11/1918,,,,,,,,,
  02/11/1918,,,,,,,,,
  02/11/1918,,,,,,,,,
  03/11/1918,   23 19 N,  110 38 W,,,              110 11 45 w,,,,
  03/11/1918,,,,,,,,,
   4/11/1918,   25 15 N,  112 58 W,,,,,,,
  04/11/1918,,,,,,,,,
  05/11/1918,   27 33 N,  114 56 W,,,,,,,
  05/11/1918,,,,,,,,,
  06/11/1918,   30 24 N,  116 17 W,,,,,,,
  06/11/1918,,,,,,,,,
  07/11/1918,,,32.7,-117.2,en route from pichilinque mexico to san diego calif,            san diego usa,,,
  07/11/1918,,,,,,,,,
  08/11/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  08/11/1918,,,,,,,,,
  09/11/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  09/11/1918,,,,,,,,,
  10/11/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  10/11/1918,,,,,,,,,
  11/11/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  11/11/1918,,,,,,,,,
  12/11/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  12/11/1918,,,,,,,,,
  13/11/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  13/11/1918,,,,,,,,,
  14/11/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  14/11/1918,,,,,,,,,
  15/11/1918,   32 49 N,  117 31 W,32.7,-117.2,          san diego calif,            san diego usa,,,
  15/11/1918,,,,,,,,,
  16/11/1918,   34 31 N,  120 39 W,,,,,,,
  16/11/1918,,,,,,,,,
  17/11/1918,   37 33 N,  122 34 W,,,,,,,
  17/11/1918,,,,,,,,,
  18/11/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  18/11/1918,,,,,,,,,
  19/11/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  19/11/1918,,,,,,,,,
  20/11/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  20/11/1918,,,,,,,,,
  21/11/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  21/11/1918,,,,,,,,,
  22/11/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  22/11/1918,,,,,,,,,
  23/11/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  23/11/1918,,,,,,,,,
  24/11/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  24/11/1918,,,,,,,,,
  25/11/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  25/11/1918,,,,,,,,,
  26/11/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  26/11/1918,,,,,,,,,
  27/11/1918,,,38.1,-122.3,              mare island,              mare island,,,
  27/11/1918,,,,,,,,,
  28/11/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  28/11/1918,,,,,,,,,
  29/11/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  29/11/1918,,,,,,,,,
  30/11/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  30/11/1918,,,,,,,,,
  30/11/1918,,,,,,,,,
  30/11/1918,,,,,,,,,
  30/11/1918,,,,,,,,,
  30/11/1918,,,,,,,,,
  30/11/1918,,,,,,,,,
  30/11/1918,,,,,,,,,
  30/11/1918,,,,,,,,,
  30/11/1918,,,,,,,,,
  30/11/1918,,,,,,,,,
  30/11/1918,,,,,,,,,
  01/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  01/12/1918,,,,,,,,,
  02/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  02/12/1918,,,,,,,,,
  03/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  03/12/1918,,,,,,,,,
  04/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  04/12/1918,,,,,,,,,
  05/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  05/12/1918,,,,,,,,,
  05/12/1918,,,,,,,,,
  05/12/1918,,,,,,,,,
  06/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  06/12/1918,,,,,,,,,
  07/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  07/12/1918,,,,,,,,,
  08/12/1918,,,38.1,-122.3,    mare island navy yard,              mare island,,,
  08/12/1918,,,,,,,,,
  09/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  09/12/1918,,,,,,,,,
  10/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  10/12/1918,,,,,,,,,
  10/12/1918,,,,,,,,,
  10/12/1918,,,,,,,,,
  11/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  11/12/1918,,,,,,,,,
  12/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  12/12/1918,,,,,,,,,
  13/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  13/12/1918,,,,,,,,,
  14/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  14/12/1918,,,,,,,,,
  15/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  15/12/1918,,,,,,,,,
  16/12/1918,,,38.1,-122.3,   mare island california,              mare island,,,
  16/12/1918,,,,,,,,,
  17/12/1918,   36 43 N,  122 14 W,,,,,,,
  17/12/1918,,,,,,,,,
  18/12/1918,   34 51 N,  120 53 W,38.1,-122.3,   mare island california,              mare island,north pacific,,
  18/12/1918,,,,,,,,,
  19/12/1918,   32 59 N,  117 43 W,38.1,-122.3,              mare island,              mare island,north pacific,,
  19/12/1918,,,,,,,,,
  20/12/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  20/12/1918,,,,,,,,,
  21/12/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  21/12/1918,,,,,,,,,
  22/12/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  22/12/1918,,,,,,,,,
  23/12/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  23/12/1918,,,,,,,,,
  24/12/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  24/12/1918,,,,,,,,,
  25/12/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  25/12/1918,,,,,,,,,
  26/12/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  26/12/1918,,,,,,,,,
  27/12/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  27/12/1918,,,,,,,,,
  28/12/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  28/12/1918,,,,,,,,,
  28/12/1918,,,,,,,,,
  28/12/1918,,,,,,,,,
  29/12/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  29/12/1918,,,,,,,,,
  30/12/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  30/12/1918,,,,,,,,,
  31/12/1918,,,32.7,-117.2,     san diego california,            san diego usa,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  31/12/1918,,,,,,,,,
  01/01/1919,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  01/01/1919,,,,,,,,,
  02/01/1919,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  02/01/1919,,,,,,,,,
  03/01/1919,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  03/01/1918,,,,,,,,,
  04/01/1919,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  04/01/1919,,,,,,,,,
  05/01/1918,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  05/01/1919,,,,,,,,,
  06/01/1919,,,32.7,-117.2,     san diego california,            san diego usa,,,
  06/01/1919,,,,,,,,,
  07/01/1919,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  07/01/1919,,,,,,,,,
  08/01/1919,,,32.7,-117.2,          san diego calif,            san diego usa,,,
  08/01/1918,,,,,,,,,
  09/01/1919,   32 13 N,  117 65 W,32.7,-117.2,     san diego california,            san diego usa,,,
  09/01/1919,,,,,,,,,
  10/01/1919,   30 14 N,  116 09 W,,,,,,,
  10/01/1919,,,,,,,,,
  11/01/1919,   27 19 N,  114 42 W,,,,,,,
  11/01/1919,,,,,,,,,
  12/01/1919,   24 33 N,  112 11 W,,,,,,,
  12/01/1919,,,,,,,,,
  13/01/1919,   23 20 N,  109 22 W,,,,,,,
  13/01/1919,,,,,,,,,
  14/01/1919,,,32.7,-117.2,     san diego california,            san diego usa,,,
  14/01/1919,,,,,,,,,
  15/01/1919,,,55,-1.5,    pichilinque bc mexico,                      tic,la paz baja california sur,,
  15/01/1919,,,,,,,,,
  16/01/1919,   25 34 N,  110 31 W,55,-1.5,       pichilinque bc mex,                      tic,gulf of california,,
  16/01/1919,,,,,,,,,
  17/01/1919,   25 04 N,  110 45 W,38.5,-28.6,       amortajada bay mex,                    horta,gulf of california,,
  17/01/1919,,,,,,,,,
   18/1/1919,   27 31 N,  110 54 W,55,-1.5,       pichilinque mexico,                      tic,gulf of california,,
  18/01/1919,,,,,,,,,
  19/01/1919,   26 20 N,  111 09 W,,,,,,,
  19/01/1919,,,,,,,,,
  20/01/1919,   24 47 N,  110 25 W,,,,,,,
  20/01/1919,,,,,,,,,
